title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,Alabama,AL,,,legal_name,last_name,first_name,tags,flip_background,flop_background
Rep,Dan,,Boren,,,D,OK,2,0,M,46182,H4OK02089,400645,N00026481,,http://www.opencongress.org/wiki/David_Daniel_Boren,http://youtube.com/CongressmanBoren,,,,8/2/1973,,,,,,Dan  Boren,Boren,Dan ,"Democratic Party, Oklahoma, US Representative",dan _boren_red.png,dan _boren_blue.png
Rep,Charles,W.,Boustany,Jr.,,R,LA,3,0,M,35514,H4LA07029,400636,N00026595,RepBoustany,http://www.opencongress.org/wiki/Charles_Boustany,http://youtube.com/boustanyla07,1.97408E+14,,,2/21/1956,,,,,,Charles W. Boustany,Boustany,Charles W.,"Republican Party, Louisiana, US Representative",charles w._boustany_red.png,charles w._boustany_blue.png
Rep,Michele,Marie,Bachmann,,,R,MN,6,0,F,54675,H6MN06074,412216,N00027493,MicheleBachmann,http://www.opencongress.org/wiki/Michele_Bachmann,http://youtube.com/RepMicheleBachmann,7658849357,,,4/6/1956,,,,,,Michele Marie Bachmann,Bachmann,Michele Marie,"Republican Party, Minnesota, US Representative",michele marie_bachmann_red.png,michele marie_bachmann_blue.png
Rep,Gus,M.,Bilirakis,,,R,FL,12,1,M,17318,H6FL09070,412250,N00027462,RepGusBilirakis,http://www.opencongress.org/wiki/Gus_Michael_Bilirakis,http://youtube.com/RepGusBilirakis,1.35446E+14,,,2/8/1963,Rep.Bilirakis@opencongress.org,,,,,Gus M. Bilirakis,Bilirakis,Gus M.,"Republican Party, Florida, US Representative",gus m._bilirakis_red.png,gus m._bilirakis_blue.png
Rep,Nancy,E.,Boyda,,,D,KS,2,0,F,34790,H4KS02107,412210,N00026434,,http://www.opencongress.org/wiki/Nancy_Boyda,,,,,8/2/1955,,,,,,Nancy E. Boyda,Boyda,Nancy E.,"Democratic Party, Kansas, US Representative",nancy e._boyda_red.png,nancy e._boyda_blue.png
Rep,Bruce,L.,Braley,,,D,IA,1,0,M,57382,H6IA01098,412208,N00027464,BruceBraley,http://www.opencongress.org/wiki/Bruce_Braley,http://youtube.com/repbrucebraley,1.78887E+14,,,10/30/1957,,,,,,Bruce L. Braley,Braley,Bruce L.,"Democratic Party, Iowa, US Representative",bruce l._braley_red.png,bruce l._braley_blue.png
Rep,Vern,,Buchanan,,,R,FL,16,1,M,66247,H6FL13148,412196,N00027626,VernBuchanan,http://www.opencongress.org/wiki/Vern_Buchanan,http://youtube.com/vernbuchanan,67106719910,,,5/8/1951,Rep.Buchanan@opencongress.org,,,,,Vern  Buchanan,Buchanan,Vern ,"Republican Party, Florida, US Representative",vern _buchanan_red.png,vern _buchanan_blue.png
Sen,John,A.,Barrasso,,,R,WY,Junior Seat,1,M,52662,S6WY00068,412251,N00006236,SenJohnBarrasso,http://www.opencongress.org/wiki/John_Barrasso,http://youtube.com/barrassowyo,21146775942,,I,7/21/1952,Sen.Barrasso@opencongress.org,,,,,John A. Barrasso,Barrasso,John A.,"Republican Party, Wyoming, Senator",john a._barrasso_red.png,john a._barrasso_blue.png
Rep,Paul,C.,Broun,Jr.,,R,GA,10,0,M,70001,H8GA10049,412252,N00028986,RepPaulBrounMD,http://www.opencongress.org/wiki/Paul_Broun,http://youtube.com/RepPaulBroun,1.23909E+14,,,5/14/1946,,,,,,Paul C. Broun,Broun,Paul C.,"Republican Party, Georgia, US Representative",paul c._broun_red.png,paul c._broun_blue.png
Rep,John,A.,Boccieri,,,D,OH,16,0,M,45694,H8OH16058,412266,N00029161,,http://www.opencongress.org/wiki/John_Boccieri,,,,,10/5/1969,,,,,,John A. Boccieri,Boccieri,John A.,"Democratic Party, Ohio, US Representative",john a._boccieri_red.png,john a._boccieri_blue.png
Rep,Bobby,,Bright,,,D,AL,2,0,M,104839,H8AL02130,412267,N00029838,,http://www.opencongress.org/wiki/Bobby_Bright,,,,,7/21/1952,,,,,,Bobby  Bright,Bright,Bobby ,"Democratic Party, Alabama, US Representative",bobby _bright_red.png,bobby _bright_blue.png
Sen,Mark,,Begich,,,D,AK,Junior Seat,0,M,79426,S8AK00090,412326,N00029901,SenatorBegich,http://www.opencongress.org/wiki/Mark_Begich,http://youtube.com/USSenatorMarkBegich,1.2136E+14,,II,3/30/1962,,,,,,Mark  Begich,Begich,Mark ,"Democratic Party, Alaska, Senator",mark _begich_red.png,mark _begich_blue.png
Sen,Roland,,Burris,,,D,IL,Junior Seat,0,M,18168,S4IL00057,412328,N00015389,rolandwburris,http://www.opencongress.org/wiki/Roland_Burris,,,,III,8/3/1937,,,,,,Roland  Burris,Burris,Roland ,"Democratic Party, Illinois, Senator",roland _burris_red.png,roland _burris_blue.png
Sen,Michael,F.,Bennet,,,D,CO,Senior Seat,1,M,110942,S0CO00211,412330,N00030608,SenBennetCo,http://www.opencongress.org/wiki/Michael_Bennet,http://youtube.com/SenatorBennet,97172997732,,III,11/28/1964,Sen.Bennet@opencongress.org,,,,,Michael F. Bennet,Bennet,Michael F.,"Democratic Party, Colorado, Senator",michael f._bennet_red.png,michael f._bennet_blue.png
Sen,Scott,,Brown,,,R,MA,Junior Seat,0,M,18919,S0MA00109,412384,N00031174,USSenScottBrown,http://www.opencongress.org/wiki/Scott_Brown,http://youtube.com/ussenatorscottbrown,1.418E+14,,I,9/12/1959,,,,,,Scott  Brown,Brown,Scott ,"Republican Party, Massachusetts, Senator",scott _brown_red.png,scott _brown_blue.png
Rep,Lou,,Barletta,,,R,PA,11,1,M,47143,H2PA11098,412469,N00025495,RepLouBarletta,http://www.opencongress.org/wiki/Lou_Barletta,http://youtube.com/reploubarletta,1.92357E+14,,,1/28/1956,Rep.Barletta@opencongress.org,,,,,Lou  Barletta,Barletta,Lou ,"Republican Party, Pennsylvania, US Representative",lou _barletta_red.png,lou _barletta_blue.png
Rep,Karen,,Bass,,,D,CA,37,1,F,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,1.90867E+14,,,10/3/1953,Rep.Bass@opencongress.org,,,,,Karen  Bass,Bass,Karen ,"Democratic Party, California, US Representative",karen _bass_red.png,karen _bass_blue.png
Rep,Dan,,Benishek,,,R,MI,1,0,M,123056,H0MI01088,412436,N00031934,CongressmanDan,http://www.opencongress.org/wiki/Dan_Benishek,,1.24164E+14,,,4/20/1952,,,,,,Dan  Benishek,Benishek,Dan ,"Republican Party, Michigan, US Representative",dan _benishek_red.png,dan _benishek_blue.png
Rep,Rick,,Berg,,,R,ND,0,0,M,7693,H0ND00135,412458,N00031629,RepRickBerg,http://www.opencongress.org/wiki/Rick_Berg,http://youtube.com/reprickberg,RepRickBerg,,,8/16/1959,,,,,,Rick  Berg,Berg,Rick ,"Republican Party, North Dakota, US Representative",rick _berg_red.png,rick _berg_blue.png
Rep,Diane,,Black,,,R,TN,6,1,F,25292,H0TN06257,412478,N00031539,RepDianeBlack,http://www.opencongress.org/wiki/Diane_Black,http://youtube.com/RepDianeBlack,1.86436E+14,,,1/16/1951,Rep.Black@opencongress.org,,,,,Diane  Black,Black,Diane ,"Republican Party, Tennessee, US Representative",diane _black_red.png,diane _black_blue.png
Rep,Mo,,Brooks,,,R,AL,5,1,M,121610,H0AL05163,412395,N00030910,RepMoBrooks,http://www.opencongress.org/wiki/Mo_Brooks,http://youtube.com/RepMoBrooks,1.55221E+14,,,4/29/1954,Rep.Brooks@opencongress.org,,,,,Mo  Brooks,Brooks,Mo ,"Republican Party, Alabama, US Representative",mo _brooks_red.png,mo _brooks_blue.png
Rep,Larry,,Bucshon,,,R,IN,8,1,M,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,1.35671E+14,,,5/31/1962,Rep.Bucshon@opencongress.org,,,,,Larry  Bucshon,Bucshon,Larry ,"Republican Party, Indiana, US Representative",larry _bucshon_red.png,larry _bucshon_blue.png
Rep,Ann Marie,,Buerkle,,,R,NY,25,0,F,127047,H0NY25078,412456,N00031640,RepBuerkle,http://www.opencongress.org/wiki/Ann_Marie_Buerkle,http://youtube.com/RepBuerkle,1.12696E+14,,,5/8/1951,,,,,,Ann Marie  Buerkle,Buerkle,Ann Marie ,"Republican Party, New York, US Representative",ann marie _buerkle_red.png,ann marie _buerkle_blue.png
Sen,Richard,,Blumenthal,,,D,CT,Senior Seat,1,M,1568,S0CT00177,412490,N00031685,SenBlumenthal,http://www.opencongress.org/wiki/Richard_Blumenthal,http://youtube.com/SenatorBlumenthal,2.89987E+14,,III,2/13/1946,Sen.Blumenthal@opencongress.org,,,,,Richard  Blumenthal,Blumenthal,Richard ,"Democratic Party, Connecticut, Senator",richard _blumenthal_red.png,richard _blumenthal_blue.png
Rep,Suzanne,,Bonamici,,,D,OR,1,1,F,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,2.52633E+14,,,10/14/1954,Rep.Bonamici@opencongress.org,,,,,Suzanne  Bonamici,Bonamici,Suzanne ,"Democratic Party, Oregon, US Representative",suzanne _bonamici_red.png,suzanne _bonamici_blue.png
Rep,Ron,,Barber,,,D,AZ,2,0,M,137292,H2AZ08094,412502,N00033981,RepRonBarber,http://www.opencongress.org/wiki/Ron_Barber,http://youtube.com/RepRonBarber,2.44907E+14,,,8/25/1945,,,,,,Ron  Barber,Barber,Ron ,"Democratic Party, Arizona, US Representative",ron _barber_red.png,ron _barber_blue.png
Rep,Joyce,,Beatty,,,D,OH,3,1,F,2427,H2OH03125,412565,N00033904,RepBeatty,,,RepJoyceBeatty,,,3/12/1950,Rep.Beatty@opencongress.org,,,,,Joyce  Beatty,Beatty,Joyce ,"Democratic Party, Ohio, US Representative",joyce _beatty_red.png,joyce _beatty_blue.png
Rep,Garland,,Barr,,Andy,R,KY,6,1,M,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,4.57461E+14,,,7/24/1973,Rep.Barr@opencongress.org,,,,,Garland  Barr,Barr,Garland ,"Republican Party, Kentucky, US Representative",garland _barr_red.png,garland _barr_blue.png
Rep,Jim,,Bridenstine,,,R,OK,1,1,M,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,4.60004E+14,,,6/15/1975,Rep.Bridenstine@opencongress.org,,,,,Jim  Bridenstine,Bridenstine,Jim ,"Republican Party, Oklahoma, US Representative",jim _bridenstine_red.png,jim _bridenstine_blue.png
Rep,Susan,W.,Brooks,,,R,IN,5,1,F,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,5.17697E+14,,,8/25/1960,Rep.Susanwbrooks@opencongress.org,,,,,Susan W. Brooks,Brooks,Susan W.,"Republican Party, Indiana, US Representative",susan w._brooks_red.png,susan w._brooks_blue.png
Rep,Julia,,Brownley,,,D,CA,26,1,F,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,3.30505E+14,,,8/28/1952,Rep.Juliabrownley@opencongress.org,,,,,Julia  Brownley,Brownley,Julia ,"Democratic Party, California, US Representative",julia _brownley_red.png,julia _brownley_blue.png
Rep,Cheri,,Bustos,,,D,IL,17,1,F,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,5.8191E+14,,,10/17/1961,Rep.Bustos@opencongress.org,,,,,Cheri  Bustos,Bustos,Cheri ,"Democratic Party, Illinois, US Representative",cheri _bustos_red.png,cheri _bustos_blue.png
Rep,Ami,,Bera,,,D,CA,7,1,M,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,5.28662E+14,,,3/2/1965,Rep.Bera@opencongress.org,,,,,Ami  Bera,Bera,Ami ,"Democratic Party, California, US Representative",ami _bera_red.png,ami _bera_blue.png
Sen,Cory,Anthony,Booker,,,D,NJ,Junior Seat,1,M,76151,S4NJ00185,412598,N00035267,CoryBooker,,http://youtube.com/SenCoryBooker,,,II,4/27/1969,Sen.Booker@opencongress.org,,,,,Cory Anthony Booker,Booker,Cory Anthony,"Democratic Party, New Jersey, Senator",cory anthony_booker_red.png,cory anthony_booker_blue.png
Rep,Bradley,,Byrne,,,R,AL,1,1,M,27584,H4AL01123,412601,N00035380,RepByrne,,,1.37483E+15,,,2/16/1955,Rep.Byrne@opencongress.org,,,,,Bradley  Byrne,Byrne,Bradley ,"Republican Party, Alabama, US Representative",bradley _byrne_red.png,bradley _byrne_blue.png
Rep,David,Alan,Brat,,Dave,R,VA,7,1,M,,H4VA07143,412605,N00036013,RepDaveBrat,,,RepDaveBrat,,,7/27/1964,Rep.Brat@opencongress.org,,,,,David Alan Brat,Brat,David Alan,"Republican Party, Virginia, US Representative",david alan_brat_red.png,david alan_brat_blue.png
Rep,Brian,,Babin,,,R,TX,36,1,M,,H6TX02079,412655,N00005736,RepBrianBabin,,,RepBrianBabin,,,3/23/1948,Rep.Babin@opencongress.org,,,,,Brian  Babin,Babin,Brian ,"Republican Party, Texas, US Representative",brian _babin_red.png,brian _babin_blue.png
Rep,Donald,,Beyer,,,D,VA,8,1,M,,H4VA08224,412657,N00036018,repdonbeyer,,,repdonbeyer,,,6/20/1950,Rep.Beyer@opencongress.org,,,,,Donald  Beyer,Beyer,Donald ,"Democratic Party, Virginia, US Representative",donald _beyer_red.png,donald _beyer_blue.png
Rep,Mike,,Bishop,,,R,MI,8,1,M,,H4MI08135,412635,N00036449,RepMikeBishop,,,RepMikeBishop,,,3/18/1967,Rep.Mikebishop@opencongress.org,,,,,Mike  Bishop,Bishop,Mike ,"Republican Party, Michigan, US Representative",mike _bishop_red.png,mike _bishop_blue.png
Rep,Rod,,Blum,,,R,IA,1,1,M,,H2IA01055,412627,N00033744,RepRodBlum,,,congressmanrodblum,,,4/26/1955,Rep.Blum@opencongress.org,,,,,Rod  Blum,Blum,Rod ,"Republican Party, Iowa, US Representative",rod _blum_red.png,rod _blum_blue.png
Rep,Mike,,Bost,,,R,IL,12,1,M,,H4IL12060,412629,N00035420,RepBost,,,RepBost,,,12/30/1960,Rep.Bost@opencongress.org,,,,,Mike  Bost,Bost,Mike ,"Republican Party, Illinois, US Representative",mike _bost_red.png,mike _bost_blue.png
Rep,Brendan,,Boyle,,,D,PA,13,1,M,,H4PA13199,412652,N00035307,RepBrendanBoyle,,,CongressmanBoyle,,,2/6/1977,Rep.Boyle@opencongress.org,,,,,Brendan  Boyle,Boyle,Brendan ,"Democratic Party, Pennsylvania, US Representative",brendan _boyle_red.png,brendan _boyle_blue.png
Rep,Ken,,Buck,,,R,CO,4,1,M,,S0CO00237,412619,N00030829,RepKenBuck,,,repkenbuck,,,2/16/1959,Rep.Buck@opencongress.org,,,,,Ken  Buck,Buck,Ken ,"Republican Party, Colorado, US Representative",ken _buck_red.png,ken _buck_blue.png
Rep,Don,,Bacon,,,R,NE,2,1,M,,,412713,,,,,,,,,,,,,,Don  Bacon,Bacon,Don ,"Republican Party, Nebraska, US Representative",don _bacon_red.png,don _bacon_blue.png
Rep,Jim,,Banks,,,R,IN,3,1,M,,,412702,,,,,,,,,,,,,,Jim  Banks,Banks,Jim ,"Republican Party, Indiana, US Representative",jim _banks_red.png,jim _banks_blue.png
Rep,Nanette,,Barrag√°n,,,D,CA,44,1,F,,,412687,,,,,,,,,,,,,,Nanette  Barrag√°n,Barrag√°n,Nanette ,"Democratic Party, California, US Representative",nanette _barrag„°n_red.png,nanette _barrag„°n_blue.png
Rep,Jack,,Bergman,,,R,MI,1,1,M,,,412709,,,,,,,,,,,,,,Jack  Bergman,Bergman,Jack ,"Republican Party, Michigan, US Representative",jack _bergman_red.png,jack _bergman_blue.png
Rep,Andy,,Biggs,,,R,AZ,5,1,M,,,412683,,,,,,,,,,,,,,Andy  Biggs,Biggs,Andy ,"Republican Party, Arizona, US Representative",andy _biggs_red.png,andy _biggs_blue.png
Rep,Lisa,,Blunt Rochester,,,D,DE,0,1,F,,,412689,,,,,,,,,,,,,,Lisa  Blunt Rochester,Blunt Rochester,Lisa ,"Democratic Party, Delaware, US Representative",lisa _blunt rochester_red.png,lisa _blunt rochester_blue.png
Rep,Anthony,,Brown,,,D,MD,4,1,M,,,412707,,,,,,,,,,,,,,Anthony  Brown,Brown,Anthony ,"Democratic Party, Maryland, US Representative",anthony _brown_red.png,anthony _brown_blue.png
Rep,Ted,,Budd,,,R,NC,13,1,M,,,412712,,,,,,,,,,,,,,Ted  Budd,Budd,Ted ,"Republican Party, North Carolina, US Representative",ted _budd_red.png,ted _budd_blue.png
Rep,Ken,S.,Calvert,,,R,CA,42,1,M,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,6/8/1953,Rep.Calvert@opencongress.org,,,,,Ken S. Calvert,Calvert,Ken S.,"Republican Party, California, US Representative",ken s._calvert_red.png,ken s._calvert_blue.png
Rep,Dave,Lee,Camp,,,R,MI,4,0,M,26911,H0MI10071,400058,N00008086,RepDaveCamp,http://www.opencongress.org/wiki/David_Lee_Camp,http://youtube.com/DaveCampYT,6775033524,,,7/9/1953,,,,,,Dave Lee Camp,Camp,Dave Lee,"Republican Party, Michigan, US Representative",dave lee_camp_red.png,dave lee_camp_blue.png
Rep,Christopher,B.,Cannon,,Chris,R,UT,3,0,M,393,H6UT03042,400059,N00006349,,http://www.opencongress.org/wiki/Chris_Cannon,,,,,10/20/1950,,,,,,Christopher B. Cannon,Cannon,Christopher B.,"Republican Party, Utah, US Representative",christopher b._cannon_red.png,christopher b._cannon_blue.png
Sen,Maria,,Cantwell,,,D,WA,Junior Seat,1,F,27122,S8WA00194,300018,N00007836,SenatorCantwell,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,,,I,10/13/1958,Sen.Cantwell@opencongress.org,,,,,Maria  Cantwell,Cantwell,Maria ,"Democratic Party, Washington, Senator",maria _cantwell_red.png,maria _cantwell_blue.png
Sen,Benjamin,L.,Cardin,,,D,MD,Senior Seat,1,M,26888,H6MD03177,400064,N00001955,SenatorCardin,http://www.opencongress.org/wiki/Benjamin_Cardin,http://youtube.com/senatorcardin,1.20422E+14,,I,10/5/1943,Sen.Cardin@opencongress.org,,,,,Benjamin L. Cardin,Cardin,Benjamin L.,"Democratic Party, Maryland, Senator",benjamin l._cardin_red.png,benjamin l._cardin_blue.png
Sen,Thomas,Richard,Carper,,,D,DE,Senior Seat,1,M,22421,S8DE00079,300019,N00012508,SenatorCarper,http://www.opencongress.org/wiki/Thomas_Carper,http://youtube.com/senatorcarper,1.24891E+14,,I,1/23/1947,Sen.Carper@opencongress.org,,,,,Thomas Richard Carper,Carper,Thomas Richard,"Democratic Party, Delaware, Senator",thomas richard_carper_red.png,thomas richard_carper_blue.png
Rep,Julia,M.,Carson,,,D,IN,7,0,F,359,H6IN10141,400067,N00003758,,http://www.opencongress.org/wiki/Julia_Carson,,,,,7/8/1938,,,,,,Julia M. Carson,Carson,Julia M.,"Democratic Party, Indiana, US Representative",julia m._carson_red.png,julia m._carson_blue.png
Rep,Michael,N.,Castle,,,R,DE,0,0,M,26792,H2DE00072,400070,N00009775,repmikecastle,http://www.opencongress.org/wiki/Michael_Castle,http://youtube.com/mncastle,,,,7/2/1939,,,,,,Michael N. Castle,Castle,Michael N.,"Republican Party, Delaware, US Representative",michael n._castle_red.png,michael n._castle_blue.png
Rep,Steve,J.,Chabot,,,R,OH,1,1,M,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,2.04705E+14,,,1/22/1953,Rep.Chabot@opencongress.org,,,,,Steve J. Chabot,Chabot,Steve J.,"Republican Party, Ohio, US Representative",steve j._chabot_red.png,steve j._chabot_blue.png
Sen,Saxby,,Chambliss,,,R,GA,Senior Seat,0,M,22029,S2GA00118,300021,N00002685,SaxbyChambliss,http://www.opencongress.org/wiki/C._Saxby_Chambliss,http://youtube.com/SenatorChambliss,SaxbyChambliss,,II,11/10/1943,,,,,,Saxby  Chambliss,Chambliss,Saxby ,"Republican Party, Georgia, Senator",saxby _chambliss_red.png,saxby _chambliss_blue.png
Del,Donna,M.,Christensen,,,D,VI,0,0,F,1032,H4VI00054,400073,N00000133,DelegateDonna,http://www.opencongress.org/wiki/Donna_Christensen,http://youtube.com/delegatedonna,1.38013E+11,,,9/19/1945,,,,,,Donna M. Christensen,Christensen,Donna M.,#N/A,donna m._christensen_red.png,donna m._christensen_blue.png
Rep,James,E.,Clyburn,,Jim,D,SC,6,1,M,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,1.27744E+14,,,7/21/1940,Rep.Clyburn@opencongress.org,,,,,James E. Clyburn,Clyburn,James E.,"Democratic Party, South Carolina, US Representative",james e._clyburn_red.png,james e._clyburn_blue.png
Sen,Daniel,Ray,Coats,,,R,IN,Senior Seat,0,M,53291,S0IN00053,402675,N00003845,SenDanCoats,http://www.opencongress.org/wiki/Daniel_Coats,http://youtube.com/SenatorCoats,1.80671E+14,,III,5/16/1943,,,,,,Daniel Ray Coats,Coats,Daniel Ray,"Republican Party, Indiana, Senator",daniel ray_coats_red.png,daniel ray_coats_blue.png
Rep,Howard,,Coble,,,R,NC,6,0,M,27001,H4NC06011,400076,N00002247,HowardCoble,http://www.opencongress.org/wiki/John_Coble,,2.08742E+14,,,3/18/1931,,,,,,Howard  Coble,Coble,Howard ,"Republican Party, North Carolina, US Representative",howard _coble_red.png,howard _coble_blue.png
Sen,Thomas,A.,Coburn,,,R,OK,Junior Seat,0,M,22085,S4OK00174,400576,N00005601,TomCoburn,http://www.opencongress.org/wiki/Tom_Coburn,http://youtube.com/SenatorCoburn,,,III,3/14/1948,,,,,,Thomas A. Coburn,Coburn,Thomas A.,"Republican Party, Oklahoma, Senator",thomas a._coburn_red.png,thomas a._coburn_blue.png
Sen,Thad,,Cochran,,,R,MS,Senior Seat,1,M,53312,S8MS00055,300023,N00003328,SenThadCochran,http://www.opencongress.org/wiki/Thad_Cochran,http://youtube.com/sencochran,,,II,12/7/1937,Sen.Cochran@opencongress.org,,,,,Thad  Cochran,Cochran,Thad ,"Republican Party, Mississippi, Senator",thad _cochran_red.png,thad _cochran_blue.png
Sen,Kent,Kent,Conrad,,,D,ND,Senior Seat,0,M,53331,S6ND00058,300026,N00004613,,http://www.opencongress.org/wiki/Kent_Conrad,http://youtube.com/SenatorConrad,kentconrad,,I,3/12/1948,,,,,,Kent Kent Conrad,Conrad,Kent Kent,"Democratic Party, North Dakota, Senator",kent kent_conrad_red.png,kent kent_conrad_blue.png
Rep,John,,Conyers,Jr.,,D,MI,13,1,M,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,2.06947E+11,,,5/16/1929,Rep.Conyers@opencongress.org,,,,,John  Conyers,Conyers,John ,"Democratic Party, Michigan, US Representative",john _conyers_red.png,john _conyers_blue.png
Rep,Jim,,Cooper,,,D,TN,5,1,M,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,JimCooper,,,6/19/1954,Rep.Cooper@opencongress.org,,,,,Jim  Cooper,Cooper,Jim ,"Democratic Party, Tennessee, US Representative",jim _cooper_red.png,jim _cooper_blue.png
Rep,Jerry,F.,Costello,,,D,IL,12,0,M,26849,H8IL21021,400082,N00004956,jerrycostello,http://www.opencongress.org/wiki/Jerry_Costello,http://youtube.com/repjerrycostello,1.15552E+14,,,9/25/1949,,,,,,Jerry F. Costello,Costello,Jerry F.,"Democratic Party, Illinois, US Representative",jerry f._costello_red.png,jerry f._costello_blue.png
Sen,Larry,E.,Craig,,,R,ID,Senior Seat,0,M,53288,S0ID00057,300029,N00002091,,http://www.opencongress.org/wiki/Larry_Craig,,,,II,7/20/1945,,,,,,Larry E. Craig,Craig,Larry E.,"Republican Party, Idaho, Senator",larry e._craig_red.png,larry e._craig_blue.png
